iter	Passed	Remaining
178	447	2052
179	449	2047
180	450	2039
181	452	2032
182	455	2035
183	457	2027
184	458	2019
185	459	2010
186	460	2002
187	461	1994
188	462	1985
189	463	1977
190	464	1969
191	466	1961
192	467	1953
193	474	1971
194	475	1964
195	477	1958
196	478	1952
197	480	1944
198	481	1936
199	482	1928
200	483	1920
201	485	1916
202	486	1909
203	487	1901
204	488	1893
205	489	1885
206	490	1878
207	491	1870
208	492	1862
209	493	1854
210	494	1847
211	495	1839
212	500	1848
213	501	1841
214	502	1835
215	504	1830
216	505	1824
217	506	1816
218	507	1809
219	508	1802
220	509	1796
221	513	1798
222	514	1791
223	515	1784
224	516	1778
225	517	1771
226	518	1764
227	518	1756
228	519	1749
229	520	1744
230	521	1737
231	523	1731
232	523	1724
233	524	1718
234	527	1715
235	528	1709
236	529	1703
237	530	1697
238	530	1690
239	531	1683
240	532	1677
241	533	1671
242	534	1665
243	535	1659
244	537	1654
245	538	1649
246	539	1643
247	541	1643
248	544	1640
249	545	1636
250	546	1631
251	547	1625
252	548	1620
253	549	1614
254	550	1609
255	552	1604
256	553	1599
257	554	1594
258	555	1589
259	556	1584
260	557	1579
261	558	1573
262	559	1568
263	560	1563
264	562	1558
265	562	1553
266	563	1547
267	564	1541
268	565	1536
269	566	1530
270	569	1530
271	570	1526
272	571	1521
273	572	1517
274	573	1512
275	574	1507
276	575	1502
277	576	1497
278	577	1492
279	578	1487
280	579	1482
281	582	1483
282	583	1479
283	584	1474
284	585	1469
285	586	1464
286	588	1460
287	589	1456
288	590	1451
289	590	1446
290	591	1441
291	592	1436
292	593	1432
293	594	1427
294	596	1424
295	597	1420
296	597	1415
297	598	1410
298	599	1405
299	600	1401
300	601	1396
301	602	1391
302	603	1387
303	603	1382
304	604	1378
305	605	1373
306	606	1369
307	607	1364
308	608	1359
309	612	1363
310	613	1359
311	615	1356
312	619	1360
313	621	1356
314	622	1353
315	623	1349
316	626	1349
317	627	1346
318	628	1342
319	629	1337
320	630	1333
321	631	1329
322	632	1325
323	632	1320
324	633	1316
325	634	1312
326	635	1307
327	636	1303
328	636	1299
329	637	1294
330	643	1300
331	645	1298
332	646	1295
333	648	1293
334	649	1289
335	650	1286
336	651	1282
337	652	1277
338	653	1273
339	655	1271
340	656	1268
341	657	1264
342	658	1260
343	659	1256
344	659	1252
345	660	1248
346	661	1244
347	662	1240
348	663	1237
349	664	1233
350	664	1229
351	665	1225
352	669	1226
353	670	1223
354	671	1220
355	714	1292
356	719	1296
357	721	1293
358	722	1289
359	723	1286
360	725	1283
361	726	1280
362	727	1277
363	729	1274
364	733	1276
365	735	1273
366	736	1270
367	737	1267
368	739	1264
369	740	1261
370	744	1261
371	747	1261
372	748	1258
373	750	1256
374	751	1253
375	774	1285
376	775	1281
377	777	1278
378	781	1280
379	782	1276
380	783	1273
381	785	1270
382	789	1271
383	791	1269
384	792	1266
385	806	1282
386	808	1280
387	812	1282
388	814	1278
389	815	1275
390	816	1271
391	817	1268
392	819	1265
393	820	1261
394	821	1257
395	821	1253
396	822	1249
397	823	1245
398	826	1244
399	827	1241
400	828	1237
401	829	1233
402	830	1229
403	831	1226
404	832	1223
405	833	1219
406	834	1215
407	835	1211
408	835	1207
409	836	1204
410	837	1200
411	839	1197
412	840	1195
413	842	1192
414	843	1189
415	844	1185
416	845	1182
417	846	1178
418	847	1175
419	848	1171
420	849	1168
421	850	1164
422	851	1161
423	854	1160
424	855	1157
425	856	1154
426	857	1150
427	858	1147
428	859	1144
429	860	1140
430	861	1137
431	862	1133
432	863	1130
433	863	1126
434	864	1123
435	865	1119
436	866	1116
437	870	1116
438	871	1113
439	872	1109
440	873	1106
441	874	1103
442	875	1100
443	876	1097
444	877	1094
445	878	1091
446	879	1087
447	882	1087
448	883	1084
449	884	1081
450	885	1078
451	886	1074
452	887	1071
453	887	1067
454	888	1064
455	889	1061
456	890	1057
457	891	1054
458	891	1051
459	892	1048
460	893	1044
461	894	1041
462	896	1040
463	897	1036
464	898	1033
465	899	1030
466	899	1027
467	900	1023
468	901	1020
469	902	1017
470	903	1014
471	903	1011
472	904	1007
473	905	1004
474	906	1001
475	906	998
476	907	994
477	908	991
478	908	988
479	911	987
480	913	985
481	914	982
482	914	979
483	915	976
484	916	973
485	917	970
486	918	967
487	919	964
488	920	961
489	921	958
490	922	955
491	923	953
492	925	951
493	927	949
494	928	947
495	929	944
496	930	941
497	931	938
498	931	935
499	932	932
500	933	929
501	934	927
502	935	924
503	936	921
504	937	918
505	937	915
506	942	916
507	943	913
508	944	910
509	945	908
510	946	905
511	947	903
512	948	900
513	949	897
514	950	894
515	951	892
516	951	889
517	952	886
518	956	886
519	957	883
520	958	880
521	959	878
522	959	875
523	960	872
524	961	869
525	962	867
526	963	864
527	964	862
528	965	859
529	966	856
530	967	854
531	969	853
532	970	850
533	971	847
534	972	845
535	973	842
536	973	839
537	974	836
538	975	834
539	976	831
540	977	828
541	977	826
542	978	823
543	979	821
544	980	818
545	981	816
546	983	814
547	985	812
548	986	810
549	987	807
550	988	805
551	989	803
552	990	800
553	991	798
554	992	795
555	993	793
556	994	790
557	995	788
558	998	787
559	999	785
560	1000	783
561	1001	780
562	1002	778
563	1003	775
564	1004	773
565	1004	770
566	1005	768
567	1006	765
568	1007	763
569	1008	760
570	1009	758
571	1009	755
572	1012	754
573	1013	752
574	1014	750
575	1015	747
576	1016	745
577	1018	743
578	1020	742
579	1021	739
580	1022	737
581	1023	735
582	1024	732
583	1029	733
584	1031	731
585	1032	729
586	1034	727
587	1035	725
588	1037	723
589	1038	721
590	1039	719
591	1042	718
592	1043	716
593	1044	713
594	1045	711
595	1046	709
596	1047	707
597	1048	704
598	1049	702
599	1050	700
600	1051	698
601	1052	695
602	1053	693
603	1054	691
604	1054	688
605	1056	686
606	1058	685
607	1060	683
608	1062	681
609	1063	679
610	1064	677
611	1065	675
612	1067	673
613	1068	671
614	1070	670
615	1071	668
616	1072	665
617	1077	666
618	1079	664
619	1080	662
620	1083	661
621	1087	660
622	1090	659
623	1091	657
624	1093	655
625	1094	653
626	1096	652
627	1097	650
628	1098	648
629	1103	648
630	1105	646
631	1106	644
632	1107	642
633	1109	640
634	1110	638
635	1137	650
636	1138	648
637	1139	646
638	1141	644
639	1142	642
640	1143	640
641	1145	638
642	1146	636
643	1149	635
644	1150	633
645	1152	631
646	1153	629
647	1155	627
648	1156	625
649	1158	623
650	1159	621
651	1160	619
652	1162	617
653	1166	617
654	1167	615
655	1169	613
656	1189	621
657	1190	618
658	1192	616
659	1199	617
660	1200	615
661	1201	613
662	1202	611
663	1222	618
664	1223	616
665	1228	615
666	1229	613
667	1230	611
668	1232	609
669	1233	607
670	1234	605
671	1236	603
672	1237	601
673	1238	599
674	1251	602
675	1252	600
676	1254	598
677	1258	597
678	1260	595
679	1261	593
680	1263	591
681	1264	589
682	1265	587
683	1266	585
684	1268	583
685	1269	581
686	1273	580
687	1275	578
688	1276	576
689	1277	574
690	1278	571
691	1280	569
692	1281	567
693	1287	567
694	1289	565
695	1291	564
696	1293	562
697	1295	560
698	1297	558
699	1298	556
700	1302	555
701	1304	553
702	1306	551
703	1308	549
704	1309	547
705	1311	545
706	1312	543
707	1314	541
708	1318	540
709	1321	539
710	1323	538
711	1324	535
712	1326	534
713	1329	532
714	1335	532
715	1337	530
716	1339	528
717	1341	526
718	1343	525
719	1345	523
720	1350	522
721	1351	520
722	1353	518
723	1354	516
724	1356	514
725	1357	512
726	1364	512
727	1365	510
728	1367	508
729	1370	506
730	1371	504
731	1373	502
732	1376	501
733	1379	499
734	1380	497
735	1381	495
736	1383	493
737	1384	491
738	1385	489
739	1386	487
740	1387	484
741	1388	482
742	1388	480
743	1393	479
744	1394	477
745	1395	475
746	1396	472
747	1397	470
748	1398	468
749	1399	466
750	1400	464
751	1401	462
752	1402	460
753	1403	457
754	1406	456
755	1407	454
756	1408	452
757	1409	450
758	1410	447
759	1411	445
760	1412	443
761	1413	441
762	1413	439
763	1414	436
764	1415	434
765	1415	432
766	1416	430
767	1416	428
768	1417	425
769	1418	423
770	1418	421
771	1420	419
772	1421	417
773	1422	415
774	1422	413
775	1423	411
776	1424	408
777	1425	406
778	1425	404
779	1426	402
780	1427	400
781	1427	398
782	1428	395
783	1429	393
784	1429	391
785	1430	389
786	1431	387
787	1431	385
788	1432	383
789	1432	380
790	1433	378
791	1435	377
792	1436	375
793	1438	373
794	1438	370
795	1439	368
796	1440	366
797	1440	364
798	1441	362
799	1442	360
800	1442	358
801	1443	356
802	1444	354
803	1445	352
804	1445	350
805	1446	348
806	1447	346
807	1447	344
808	1450	342
809	1452	340
810	1453	338
811	1460	338
812	1461	336
813	1461	334
814	1462	331
815	1462	329
816	1463	327
817	1467	326
818	1468	324
819	1469	322
820	1469	320
821	1470	318
822	1471	316
823	1472	314
824	1472	312
825	1473	310
826	1474	308
827	1475	306
828	1475	304
829	1476	302
830	1476	300
831	1477	298
832	1478	296
833	1480	294
834	1481	292
835	1482	290
836	1483	288
837	1484	286
838	1484	284
839	1485	282
840	1485	280
841	1486	278
842	1487	276
843	1487	274
844	1488	273
845	1489	271
846	1489	269
847	1490	267
848	1490	265
849	1491	263
850	1492	261
851	1492	259
852	1495	257
853	1496	255
854	1497	253
855	1498	252
856	1498	250
857	1499	248
858	1500	246
859	1500	244
860	1501	242
861	1502	240
862	1502	238
863	1503	236
864	1504	234
865	1504	232
866	1505	230
867	1506	229
868	1506	227
869	1507	225
870	1509	223
871	1511	221
872	1512	220
873	1513	218
874	1514	216
875	1514	214
876	1515	212
877	1516	210
878	1517	208
879	1517	206
880	1518	205
881	1519	203
882	1520	201
883	1520	199
884	1521	197
885	1522	195
886	1522	193
887	1525	192
888	1526	190
889	1527	188
890	1528	186
891	1528	185
892	1529	183
893	1530	181
894	1530	179
895	1531	177
896	1532	175
897	1532	174
898	1533	172
899	1534	170
900	1534	168
901	1535	166
902	1536	165
903	1537	163
904	1539	161
905	1541	159
906	1542	158
907	1543	156
908	1543	154
909	1544	152
910	1545	150
911	1546	149
912	1547	147
913	1547	145
914	1548	143
915	1549	142
916	1550	140
917	1550	138
918	1551	136
919	1552	134
920	1555	133
921	1556	131
922	1557	129
923	1557	128
924	1558	126
925	1559	124
926	1559	122
927	1560	121
928	1561	119
929	1562	117
930	1562	115
931	1563	114
932	1564	112
933	1564	110
934	1565	108
935	1566	107
936	1566	105
937	1568	103
938	1569	101
939	1570	100
940	1570	98
941	1571	96
942	1572	95
943	1573	93
944	1573	91
945	1574	89
946	1576	88
947	1577	86
948	1578	84
949	1579	83
950	1580	81
951	1580	79
952	1581	77
953	1582	76
954	1584	74
955	1585	72
956	1586	71
957	1587	69
958	1589	67
959	1590	66
960	1592	64
961	1592	62
962	1593	61
963	1594	59
964	1594	57
965	1595	56
966	1596	54
967	1599	52
968	1600	51
969	1600	49
970	1601	47
971	1602	46
972	1603	44
973	1604	42
974	1607	41
975	1608	39
976	1609	37
977	1610	36
978	1615	34
979	1616	32
980	1617	31
981	1617	29
982	1618	27
983	1619	26
984	1620	24
985	1621	23
986	1621	21
987	1622	19
988	1623	18
989	1624	16
990	1625	14
991	1628	13
992	1630	11
993	1631	9
994	1632	8
995	1632	6
996	1633	4
997	1634	3
998	1635	1
999	1636	0
